0; Соломон; Кириллов; Юрьевич; 29; 168; 51; Москва; Санкт-Петербург
331; Виталика; Некрасов; Юрьевич; 42; 194; 51; Санкт-Петербург; Санкт-Петербург
332; Селина; Дмитриев; Михайлович; 49; 183; 50; Санкт-Петербург; Санкт-Петербург
333; Дормедонт; Данилов; Юрьевич; 37; 185; 70; Санкт-Петербург; Санкт-Петербург
334; Данил; Самойлов; Юрьевич; 49; 185; 70; Москва; Москва
335; Констанция; Голубев; Юрьевич; 29; 155; 60; Москва; Москва
336; Тихон; Лазарев; Михайлович; 67; 167; 69; Санкт-Петербург; Санкт-Петербург
337; Святополк; Антонов; Михайлович; 36; 189; 40; Москва; Москва
338; Валерий; Копылов; Михайлович; 57; 169; 69; Москва; Москва
339; Харитон; Исаков; Юрьевич; 41; 181; 70; Москва; Москва
340; Август; Корнилов; Михайлович; 35; 166; 69; Москва; Москва
341; Филиппа; Филиппов; Михайлович; 58; 166; 49; Москва; Санкт-Петербург
342; Милия; Орлов; Юрьевич; 57; 192; 62; Санкт-Петербург; Москва
343; Александра; Казаков; Юрьевич; 44; 173; 49; Москва; Москва
344; Моисей; Петров; Михайлович; 54; 157; 80; Москва; Санкт-Петербург
345; Дементий; Субботин; Михайлович; 64; 197; 62; Санкт-Петербург; Санкт-Петербург
346; Керкира; Юдин; Михайлович; 19; 154; 73; Санкт-Петербург; Москва
347; Ненила; Орлов; Михайлович; 64; 188; 43; Санкт-Петербург; Санкт-Петербург
348; Савёл; Егоров; Михайлович; 56; 151; 68; Москва; Москва
349; Кандидий; Колобов; Михайлович; 44; 189; 55; Санкт-Петербург; Москва
350; Гостомысл; Филиппов; Михайлович; 21; 167; 69; Москва; Санкт-Петербург
351; Иакинф; Федосеев; Юрьевич; 19; 163; 61; Москва; Санкт-Петербург
352; Вацлава; Назаров; Михайлович; 66; 159; 53; Москва; Санкт-Петербург
353; Антип; Субботин; Юрьевич; 28; 179; 75; Санкт-Петербург; Санкт-Петербург
354; Эсмеральда; Калашников; Михайлович; 57; 157; 83; Москва; Санкт-Петербург
355; Клементина; Архипов; Михайлович; 34; 177; 74; Санкт-Петербург; Москва
356; Флора; Кудрявцев; Юрьевич; 40; 151; 49; Санкт-Петербург; Санкт-Петербург
357; Зинаида; Рябов; Михайлович; 56; 157; 45; Москва; Москва
358; Гаафа; Кузнецов; Юрьевич; 22; 185; 80; Санкт-Петербург; Москва
359; Никифор; Шарапов; Михайлович; 33; 181; 48; Москва; Москва
360; Феогния; Фомин; Михайлович; 35; 191; 43; Москва; Москва
361; Радомира; Мартынов; Юрьевич; 41; 179; 63; Санкт-Петербург; Москва
362; Дросида; Красильников; Юрьевич; 47; 179; 67; Санкт-Петербург; Санкт-Петербург
363; Пальмира; Суворов; Юрьевич; 41; 157; 84; Москва; Санкт-Петербург
364; Варсонофий; Герасимов; Михайлович; 66; 163; 61; Санкт-Петербург; Санкт-Петербург
365; Аврора; Зайцев; Юрьевич; 43; 171; 81; Санкт-Петербург; Москва
366; Эрнст; Михайлов; Михайлович; 37; 160; 81; Санкт-Петербург; Москва
367; Василида; Семёнов; Михайлович; 35; 183; 83; Санкт-Петербург; Москва
368; Анфия; Лазарев; Юрьевич; 53; 186; 63; Санкт-Петербург; Москва
369; Мелания; Волков; Юрьевич; 49; 199; 50; Санкт-Петербург; Москва
370; Северина; Волков; Михайлович; 58; 194; 68; Москва; Санкт-Петербург
371; Аделла; Титов; Михайлович; 31; 180; 74; Москва; Санкт-Петербург
372; Фрол; Карпов; Юрьевич; 69; 195; 89; Москва; Москва
373; Кетевань; Рябов; Михайлович; 43; 196; 77; Москва; Санкт-Петербург
374; Эрна; Воронцов; Юрьевич; 44; 162; 88; Москва; Москва
375; Питирим; Игнатов; Юрьевич; 28; 154; 53; Санкт-Петербург; Санкт-Петербург
376; Святослав; Ковалёв; Михайлович; 58; 188; 83; Москва; Москва
377; Леония; Осипов; Юрьевич; 26; 197; 84; Санкт-Петербург; Санкт-Петербург
378; Лея; Сергеев; Юрьевич; 24; 162; 74; Москва; Москва
379; Юстина; Маслов; Юрьевич; 67; 155; 54; Санкт-Петербург; Москва
380; Идея; Чернов; Юрьевич; 43; 182; 70; Москва; Санкт-Петербург
381; Дарья; Емельянов; Михайлович; 69; 166; 80; Москва; Санкт-Петербург
382; Епифаний; Савин; Михайлович; 33; 155; 61; Санкт-Петербург; Москва
383; Игорь; Матвеев; Юрьевич; 41; 181; 51; Москва; Москва
384; Розалина; Воробьёв; Юрьевич; 49; 166; 57; Санкт-Петербург; Москва
385; Сосипатра; Белов; Юрьевич; 22; 177; 77; Москва; Москва
386; Новелла; Григорьев; Михайлович; 56; 181; 43; Санкт-Петербург; Санкт-Петербург
387; Селестина; Сорокин; Михайлович; 56; 178; 74; Санкт-Петербург; Санкт-Петербург
388; Савватий; Белов; Юрьевич; 47; 197; 41; Москва; Санкт-Петербург
389; Флавия; Мамонтов; Михайлович; 50; 152; 41; Москва; Санкт-Петербург
390; Василина; Фомин; Михайлович; 58; 194; 83; Санкт-Петербург; Москва
391; Абакум; Лукин; Михайлович; 63; 169; 44; Санкт-Петербург; Санкт-Петербург
392; Зинаида; Сергеев; Михайлович; 54; 156; 77; Санкт-Петербург; Москва
393; Арнольд; Ларионов; Михайлович; 18; 161; 74; Москва; Москва
394; Дебора; Вишняков; Михайлович; 67; 156; 86; Москва; Москва
395; Епифан; Сафонов; Михайлович; 67; 188; 62; Санкт-Петербург; Санкт-Петербург
396; Эмилия; Федотов; Михайлович; 45; 179; 63; Москва; Москва
397; Елизар; Фролов; Юрьевич; 30; 175; 60; Санкт-Петербург; Санкт-Петербург
398; Антипа; Трофимов; Михайлович; 30; 162; 44; Москва; Санкт-Петербург
399; Филонилла; Федосеев; Михайлович; 18; 196; 73; Москва; Москва
400; Вероника; Матвеев; Юрьевич; 30; 185; 57; Москва; Санкт-Петербург
401; Мардарий; Кузьмин; Юрьевич; 20; 168; 59; Санкт-Петербург; Санкт-Петербург
402; Акинф; Наумов; Михайлович; 24; 152; 56; Санкт-Петербург; Санкт-Петербург
